Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9055,0.9058,0.8872,0.8871
2,0.9055,0.9045,0.8720,0.8718
3,0.9085,0.9074,0.8720,0.8715
4,0.9085,0.9073,0.8720,0.8719
5,0.9116,0.9112,0.8659,0.8656
6,0.9085,0.9092,0.8750,0.8752
7,0.9055,0.9049,0.8689,0.8686
8,0.9024,0.9005,0.8628,0.8623
9,0.9024,0.9020,0.8689,0.8695
10,0.9055,0.9059,0.8750,0.8748
