Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.4932,0.0099,0.7104,0.0244
2,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8738,0.1217
3,0.009901,0.5014,0.0099,0.5014,0.0099,0.5014,0.0099,0.5014,0.0099,0.4990,0.0098,0.5401,0.0114
4,0.009901,0.5017,0.0099,0.5020,0.0100,0.5021,0.0100,0.5021,0.0100,0.4951,0.0097,0.5137,0.0102
5,0.009901,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.4981,0.0098,0.5596,0.0119
6,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5001,0.0099,0.8703,0.1118
7,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8759,0.1374
8,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8814,0.1423
9,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4951,0.0097,0.6089,0.0142
10,0.009901,0.4992,0.0099,0.4992,0.0099,0.4992,0.0099,0.4992,0.0099,0.4967,0.0098,0.5626,0.0120
