Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.5001,0.0099,0.4937,0.0099,0.7063,0.0236
2,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8787,0.1268
3,0.009901,0.5011,0.0099,0.5011,0.0099,0.5010,0.0099,0.5010,0.0099,0.5003,0.0098,0.5399,0.0113
4,0.009901,0.5015,0.0099,0.5019,0.0100,0.5019,0.0100,0.5019,0.0100,0.4935,0.0097,0.5129,0.0102
5,0.009901,0.5005,0.0099,0.5004,0.0099,0.5005,0.0099,0.5005,0.0099,0.5017,0.0099,0.5585,0.0119
6,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8709,0.1117
7,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5001,0.0099,0.8796,0.1476
8,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8778,0.1358
9,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4938,0.0097,0.6082,0.0142
10,0.009901,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.4961,0.0098,0.5643,0.0121
