Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4938,0.4704,0.4321,0.4104
2,0.5093,0.4824,0.4105,0.3947
3,0.4691,0.4554,0.4352,0.4290
4,0.4506,0.4318,0.4846,0.4667
5,0.4506,0.4236,0.4599,0.4336
6,0.4383,0.4169,0.4599,0.4414
7,0.4537,0.4276,0.4444,0.4141
8,0.4321,0.4077,0.4074,0.3810
9,0.4414,0.4255,0.4599,0.4535
10,0.4198,0.4060,0.4475,0.4359
