Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6944,0.6676,0.4444,0.4175
2,0.7130,0.6851,0.4167,0.3989
3,0.7099,0.6814,0.4383,0.4196
4,0.7222,0.6933,0.4877,0.4645
5,0.6975,0.6719,0.4537,0.4275
6,0.7130,0.6987,0.4444,0.4308
7,0.7006,0.6840,0.4383,0.4272
8,0.7222,0.6928,0.4043,0.3825
9,0.7253,0.7134,0.4414,0.4355
10,0.7037,0.6746,0.4537,0.4313
