Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5093,0.4771,0.4444,0.4175
2,0.4815,0.4606,0.4167,0.3989
3,0.4846,0.4595,0.4383,0.4196
4,0.4506,0.4282,0.4877,0.4645
5,0.4691,0.4429,0.4537,0.4275
6,0.4506,0.4278,0.4444,0.4308
7,0.4414,0.4271,0.4383,0.4272
8,0.4414,0.4131,0.4043,0.3825
9,0.4259,0.4152,0.4414,0.4355
10,0.4012,0.3815,0.4537,0.4313
