Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7599,0.2719,0.7585,0.1601,0.7610,0.3819,0.7610,0.3781,0.7883,0.0718,0.9676,0.5222
2,0.009901,0.7604,0.2717,0.7589,0.1622,0.7615,0.3824,0.7615,0.3791,0.7883,0.0725,0.9752,0.6051
3,0.009901,0.7594,0.2756,0.7580,0.1629,0.7605,0.3874,0.7605,0.3830,0.7885,0.0750,0.9734,0.5861
4,0.009901,0.7611,0.2772,0.7596,0.1667,0.7621,0.3917,0.7621,0.3888,0.7893,0.0717,0.9766,0.6256
5,0.009901,0.7613,0.2727,0.7598,0.1609,0.7624,0.3879,0.7624,0.3849,0.7886,0.0730,0.9734,0.5937
6,0.009901,0.7613,0.2727,0.7598,0.1633,0.7624,0.3894,0.7624,0.3876,0.7889,0.0730,0.9689,0.5331
7,0.009901,0.7605,0.2743,0.7591,0.1673,0.7616,0.3853,0.7616,0.3824,0.7887,0.0737,0.9734,0.5788
8,0.009901,0.7618,0.2743,0.7603,0.1640,0.7629,0.3876,0.7629,0.3845,0.7890,0.0726,0.9688,0.5379
9,0.009901,0.7614,0.2738,0.7599,0.1625,0.7625,0.3838,0.7625,0.3795,0.7892,0.0731,0.9771,0.6342
10,0.009901,0.7596,0.2728,0.7581,0.1638,0.7606,0.3837,0.7606,0.3806,0.7892,0.0737,0.9684,0.5280
