Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6763,0.6150,0.5353,0.4785
2,0.6603,0.5962,0.5192,0.4647
3,0.6506,0.5897,0.5737,0.5096
4,0.8045,0.8043,0.6474,0.6396
5,0.6891,0.6267,0.5577,0.4980
6,0.8077,0.8093,0.6058,0.6016
7,0.7853,0.7848,0.6186,0.6093
8,0.7596,0.7613,0.6186,0.6100
9,0.8269,0.8277,0.6154,0.6058
10,0.8045,0.8055,0.6314,0.6248
