Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6795,0.6175,0.5385,0.4813
2,0.7981,0.7987,0.5929,0.5846
3,0.6635,0.6014,0.5737,0.5076
4,0.7981,0.7982,0.6571,0.6547
5,0.6923,0.6292,0.5577,0.4981
6,0.8141,0.8155,0.6090,0.6070
7,0.7821,0.7813,0.6186,0.6083
8,0.7628,0.7640,0.6154,0.6070
9,0.8269,0.8269,0.6058,0.5892
10,0.8045,0.8054,0.6282,0.6217
