Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5248,0.0106,0.5427,0.0111
2,0.009901,0.5010,0.0099,0.5010,0.0099,0.5010,0.0100,0.5010,0.0100,0.4966,0.0101,0.5373,0.0110
3,0.009901,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5093,0.0102,0.5439,0.0111
4,0.009901,0.5002,0.0099,0.5002,0.0099,0.5002,0.0099,0.5002,0.0099,0.5048,0.0100,0.5440,0.0114
5,0.009901,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5119,0.0102,0.5326,0.0110
6,0.009901,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.4998,0.0099,0.4879,0.0096,0.5351,0.0110
7,0.009901,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.5090,0.0104,0.5489,0.0117
8,0.009901,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.4993,0.0099,0.5108,0.0101,0.5340,0.0109
9,0.009901,0.5017,0.0100,0.5017,0.0100,0.5017,0.0100,0.5017,0.0100,0.5048,0.0101,0.5439,0.0112
10,0.009901,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5006,0.0099,0.5151,0.0106,0.5287,0.0109
