Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9055,0.9054,0.8872,0.8873
2,0.8872,0.8854,0.8689,0.8669
3,0.9085,0.9074,0.8628,0.8624
4,0.9116,0.9105,0.8689,0.8689
5,0.8933,0.8931,0.8628,0.8633
6,0.8963,0.8953,0.8689,0.8694
7,0.9024,0.9017,0.8659,0.8656
8,0.8994,0.8971,0.8659,0.8659
9,0.9085,0.9078,0.8689,0.8689
10,0.8963,0.8956,0.8720,0.8714
