Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9146,0.9139,0.8567,0.8567
2,0.8994,0.8990,0.8537,0.8531
3,0.9024,0.9013,0.8476,0.8437
4,0.9177,0.9177,0.8506,0.8510
5,0.9146,0.9142,0.8506,0.8506
6,0.9116,0.9115,0.8659,0.8663
7,0.8963,0.8958,0.8445,0.8442
8,0.9055,0.9055,0.8445,0.8446
9,0.9116,0.9107,0.8506,0.8507
10,0.9116,0.9119,0.8598,0.8600
