Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8957,0.8811,0.8810
2,0.8720,0.8695,0.8659,0.8642
3,0.9085,0.9084,0.8537,0.8534
4,0.9024,0.9008,0.8598,0.8596
5,0.8902,0.8896,0.8628,0.8630
6,0.9085,0.9084,0.8659,0.8659
7,0.8872,0.8864,0.8689,0.8695
8,0.8902,0.8884,0.8567,0.8566
9,0.8933,0.8928,0.8689,0.8691
10,0.8963,0.8969,0.8628,0.8625
