Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9024,0.9019,0.8811,0.8810
2,0.8841,0.8814,0.8659,0.8642
3,0.9055,0.9058,0.8537,0.8534
4,0.9146,0.9138,0.8598,0.8596
5,0.9085,0.9078,0.8628,0.8630
6,0.9207,0.9207,0.8659,0.8659
7,0.9024,0.9016,0.8689,0.8695
8,0.8994,0.8973,0.8567,0.8566
9,0.9055,0.9051,0.8689,0.8691
10,0.9085,0.9091,0.8628,0.8625
