Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7438,0.7392,0.7407,0.7349
2,0.7253,0.7011,0.7377,0.7155
3,0.7222,0.6977,0.7438,0.7208
4,0.7346,0.7295,0.7407,0.7326
5,0.7407,0.7182,0.7315,0.7099
6,0.7377,0.7203,0.7377,0.7191
7,0.7346,0.7101,0.7377,0.7147
8,0.7130,0.7088,0.7222,0.7169
9,0.7407,0.7370,0.7346,0.7302
10,0.7346,0.7298,0.7346,0.7308
