Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7531,0.7426,0.7438,0.7325
2,0.7438,0.7182,0.7377,0.7140
3,0.7346,0.7112,0.7469,0.7236
4,0.7377,0.7327,0.7531,0.7436
5,0.7562,0.7331,0.7438,0.7218
6,0.7346,0.7169,0.7469,0.7287
7,0.7500,0.7267,0.7407,0.7239
8,0.7253,0.7250,0.7253,0.7212
9,0.7593,0.7568,0.7438,0.7400
10,0.7438,0.7350,0.7469,0.7397
