Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7130,0.7065,0.7099,0.7047
2,0.7068,0.6901,0.7037,0.6860
3,0.7160,0.6940,0.7222,0.7080
4,0.7099,0.6866,0.7407,0.7186
5,0.7099,0.6897,0.7068,0.6824
6,0.7253,0.7169,0.7130,0.7007
7,0.7068,0.6820,0.7191,0.6971
8,0.6914,0.6790,0.7099,0.7046
9,0.7222,0.7129,0.7284,0.7196
10,0.7284,0.7153,0.7222,0.7165
