Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5004,0.0099,0.5093,0.0100,0.6207,0.0151
2,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8399,0.0698
3,0.009901,0.5009,0.0099,0.5009,0.0099,0.5010,0.0099,0.5010,0.0099,0.4856,0.0095,0.5238,0.0105
4,0.009901,0.5010,0.0099,0.4996,0.0098,0.5018,0.0100,0.5018,0.0100,0.5162,0.0105,0.5086,0.0102
5,0.009901,0.5012,0.0099,0.5013,0.0099,0.5012,0.0099,0.5012,0.0099,0.5150,0.0104,0.5337,0.0111
6,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8302,0.0637
7,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.8341,0.0677
8,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4991,0.0099,0.8065,0.0528
9,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4967,0.0099,0.5821,0.0125
10,0.009901,0.5013,0.0101,0.5013,0.0099,0.5013,0.0100,0.5013,0.0100,0.4849,0.0095,0.5256,0.0106
