Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5047,0.0105,0.5047,0.0102,0.5047,0.0106,0.5047,0.0106,0.5729,0.0149,0.6939,0.0291
2,0.009901,0.5042,0.0105,0.5042,0.0102,0.5042,0.0102,0.5042,0.0102,0.5603,0.0153,0.7012,0.0395
3,0.009901,0.5050,0.0105,0.5050,0.0102,0.5050,0.0104,0.5050,0.0104,0.5746,0.0148,0.7195,0.0480
4,0.009901,0.5055,0.0105,0.5055,0.0104,0.5055,0.0105,0.5055,0.0105,0.5746,0.0166,0.6889,0.0334
5,0.009901,0.5039,0.0102,0.5039,0.0101,0.5039,0.0102,0.5039,0.0102,0.5711,0.0161,0.6965,0.0344
6,0.009901,0.5046,0.0104,0.5046,0.0103,0.5046,0.0103,0.5046,0.0103,0.5860,0.0160,0.7164,0.0441
7,0.009901,0.5059,0.0106,0.5059,0.0104,0.5059,0.0105,0.5059,0.0105,0.5766,0.0196,0.7139,0.0554
8,0.009901,0.5039,0.0102,0.5039,0.0101,0.5039,0.0103,0.5039,0.0103,0.5670,0.0164,0.7069,0.0486
9,0.009901,0.5032,0.0101,0.5032,0.0101,0.5032,0.0101,0.5032,0.0101,0.5681,0.0169,0.6867,0.0323
10,0.009901,0.5044,0.0104,0.5044,0.0103,0.5044,0.0103,0.5044,0.0103,0.5599,0.0207,0.6963,0.0353
