Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5009,0.0099,0.5009,0.0099,0.5009,0.0099,0.5009,0.0099,0.5362,0.0111,0.5397,0.0111
2,0.009901,0.5011,0.0099,0.5011,0.0099,0.5011,0.0100,0.5011,0.0100,0.5035,0.0103,0.5416,0.0111
3,0.009901,0.5010,0.0099,0.5010,0.0099,0.5010,0.0099,0.5010,0.0099,0.5236,0.0107,0.5516,0.0114
4,0.009901,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5005,0.0099,0.5142,0.0102,0.5511,0.0115
5,0.009901,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5228,0.0107,0.5376,0.0112
6,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.5008,0.0100,0.5421,0.0112
7,0.009901,0.4995,0.0099,0.4995,0.0099,0.4995,0.0099,0.4995,0.0099,0.5154,0.0105,0.5483,0.0119
8,0.009901,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.4996,0.0099,0.5196,0.0104,0.5358,0.0110
9,0.009901,0.5021,0.0100,0.5021,0.0100,0.5021,0.0100,0.5021,0.0100,0.5191,0.0106,0.5425,0.0110
10,0.009901,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5007,0.0099,0.5244,0.0109,0.5302,0.0110
