Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6979,0.2657,0.6977,0.2132,0.6982,0.3210,0.6982,0.3179,0.7753,0.1025,0.9877,0.7522
2,0.009901,0.6968,0.2696,0.6966,0.2170,0.6970,0.3226,0.6970,0.3194,0.7749,0.1060,0.9866,0.7342
3,0.009901,0.6972,0.2627,0.6970,0.2120,0.6974,0.3186,0.6974,0.3161,0.7754,0.1029,0.9868,0.7420
4,0.009901,0.6965,0.2670,0.6963,0.2198,0.6967,0.3186,0.6967,0.3165,0.7761,0.1008,0.9882,0.7567
5,0.009901,0.6942,0.2589,0.6940,0.2053,0.6944,0.3106,0.6944,0.3084,0.7741,0.1032,0.9871,0.7260
6,0.009901,0.6957,0.2698,0.6955,0.2161,0.6959,0.3212,0.6959,0.3168,0.7749,0.1050,0.9879,0.7443
7,0.009901,0.6978,0.2679,0.6976,0.2154,0.6980,0.3229,0.6980,0.3197,0.7749,0.1047,0.9891,0.7655
8,0.009901,0.6979,0.2695,0.6977,0.2169,0.6981,0.3197,0.6981,0.3151,0.7748,0.1059,0.9887,0.7653
9,0.009901,0.6982,0.2691,0.6980,0.2162,0.6984,0.3221,0.6984,0.3191,0.7753,0.1051,0.9878,0.7484
10,0.009901,0.6984,0.2704,0.6982,0.2186,0.6986,0.3219,0.6986,0.3194,0.7758,0.1034,0.9878,0.7353
