Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6854,0.2460,0.6853,0.1960,0.6856,0.2941,0.6856,0.2889,0.7665,0.0991,0.9832,0.6959
2,0.009901,0.6860,0.2486,0.6859,0.1995,0.6862,0.2946,0.6862,0.2888,0.7664,0.1024,0.9805,0.6624
3,0.009901,0.6872,0.2465,0.6870,0.1982,0.6874,0.2935,0.6874,0.2894,0.7668,0.0993,0.9812,0.6833
4,0.009901,0.6879,0.2528,0.6877,0.2036,0.6881,0.2977,0.6881,0.2925,0.7684,0.0990,0.9825,0.7001
5,0.009901,0.6854,0.2471,0.6852,0.1924,0.6856,0.2934,0.6856,0.2889,0.7664,0.0997,0.9832,0.6904
6,0.009901,0.6864,0.2504,0.6862,0.1976,0.6865,0.2958,0.6865,0.2900,0.7672,0.0999,0.9832,0.6861
7,0.009901,0.6860,0.2473,0.6858,0.1980,0.6862,0.2973,0.6862,0.2935,0.7670,0.1014,0.9815,0.6810
8,0.009901,0.6851,0.2491,0.6849,0.1985,0.6852,0.2900,0.6852,0.2838,0.7668,0.1015,0.9823,0.6979
9,0.009901,0.6840,0.2439,0.6838,0.1939,0.6842,0.2888,0.6842,0.2839,0.7689,0.1034,0.9829,0.6946
10,0.009901,0.6859,0.2491,0.6857,0.1985,0.6861,0.2943,0.6861,0.2907,0.7673,0.1002,0.9829,0.6797
