Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.3963,0.3757,0.4421,0.4051
2,0.3506,0.2776,0.3659,0.2975
3,0.3902,0.3427,0.3476,0.2632
4,0.4055,0.3995,0.3720,0.3534
5,0.4177,0.4038,0.3963,0.3722
6,0.4756,0.4478,0.4970,0.4819
7,0.3994,0.3742,0.4116,0.3866
8,0.4146,0.3910,0.4116,0.3895
9,0.3963,0.3309,0.3994,0.3318
10,0.4177,0.3788,0.3933,0.3481
