Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8750,0.8720,0.8537,0.8524
2,0.8872,0.8878,0.8415,0.8417
3,0.8689,0.8702,0.8506,0.8511
4,0.8628,0.8646,0.8354,0.8379
5,0.8750,0.8761,0.8506,0.8517
6,0.8689,0.8711,0.8659,0.8662
7,0.8689,0.8696,0.8598,0.8604
8,0.8841,0.8843,0.8537,0.8548
9,0.8902,0.8907,0.8384,0.8384
10,0.8872,0.8879,0.8506,0.8507
