Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7132,0.1876,0.7105,0.0692,0.7140,0.2453,0.7141,0.2356,0.8768,0.0894,0.8374,0.0944
2,0.009901,0.7136,0.1854,0.7109,0.0682,0.7145,0.2420,0.7145,0.2328,0.8772,0.0903,0.8485,0.1388
3,0.009901,0.7133,0.1864,0.7105,0.0681,0.7141,0.2445,0.7142,0.2357,0.8773,0.0914,0.8427,0.1003
4,0.009901,0.7140,0.1865,0.7113,0.0688,0.7149,0.2446,0.7149,0.2374,0.8773,0.0910,0.8370,0.0848
5,0.009901,0.7139,0.1849,0.7112,0.0680,0.7148,0.2424,0.7148,0.2337,0.8772,0.0917,0.8470,0.1052
6,0.009901,0.7139,0.1855,0.7113,0.0699,0.7148,0.2442,0.7148,0.2371,0.8769,0.0917,0.8671,0.1539
7,0.009901,0.7132,0.1858,0.7106,0.0695,0.7141,0.2429,0.7141,0.2346,0.8766,0.0917,0.8401,0.0881
8,0.009901,0.7135,0.1858,0.7108,0.0691,0.7143,0.2415,0.7143,0.2318,0.8776,0.0915,0.8350,0.1121
9,0.009901,0.7129,0.1841,0.7102,0.0676,0.7138,0.2410,0.7138,0.2326,0.8764,0.0907,0.8416,0.0944
10,0.009901,0.7140,0.1832,0.7113,0.0687,0.7148,0.2404,0.7148,0.2326,0.8771,0.0923,0.8470,0.1088
