Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7090,0.1818,0.7065,0.0680,0.7098,0.2346,0.7098,0.2222,0.8712,0.0889,0.8286,0.0761
2,0.009901,0.7078,0.1779,0.7053,0.0663,0.7086,0.2300,0.7086,0.2178,0.8711,0.0902,0.8418,0.1013
3,0.009901,0.7066,0.1795,0.7041,0.0671,0.7074,0.2334,0.7074,0.2217,0.8713,0.0906,0.8360,0.0956
4,0.009901,0.7087,0.1787,0.7061,0.0668,0.7095,0.2323,0.7095,0.2219,0.8725,0.0909,0.8427,0.1214
5,0.009901,0.7074,0.1770,0.7049,0.0666,0.7082,0.2310,0.7083,0.2207,0.8713,0.0915,0.8348,0.0934
6,0.009901,0.7083,0.1783,0.7058,0.0685,0.7091,0.2329,0.7091,0.2234,0.8725,0.0913,0.8589,0.1596
7,0.009901,0.7085,0.1802,0.7060,0.0688,0.7093,0.2336,0.7093,0.2230,0.8718,0.0909,0.8410,0.0914
8,0.009901,0.7106,0.1831,0.7080,0.0685,0.7114,0.2363,0.7114,0.2240,0.8715,0.0912,0.8251,0.1078
9,0.009901,0.7045,0.1758,0.7021,0.0658,0.7053,0.2279,0.7053,0.2174,0.8724,0.0899,0.8385,0.1161
10,0.009901,0.7085,0.1764,0.7060,0.0676,0.7093,0.2304,0.7093,0.2214,0.8718,0.0921,0.8082,0.0685
