Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7222,0.7078,0.4290,0.4241
2,0.6914,0.6812,0.3920,0.3797
3,0.7160,0.6887,0.3827,0.3658
4,0.7037,0.6762,0.3981,0.3736
5,0.6975,0.6722,0.4537,0.4249
6,0.7346,0.7045,0.5309,0.5122
7,0.6914,0.6630,0.4105,0.3902
8,0.7191,0.6897,0.3827,0.3528
9,0.7160,0.6914,0.3858,0.3662
10,0.7130,0.6902,0.3796,0.3623
