Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5205,0.0169,0.5205,0.0142,0.5205,0.0150,0.5205,0.0150,0.6232,0.0368,0.7818,0.1109
2,0.009901,0.5219,0.0179,0.5219,0.0150,0.5219,0.0166,0.5219,0.0166,0.6302,0.0384,0.7868,0.1032
3,0.009901,0.5222,0.0181,0.5221,0.0148,0.5222,0.0163,0.5222,0.0161,0.6369,0.0339,0.8108,0.1502
4,0.009901,0.5217,0.0191,0.5217,0.0149,0.5217,0.0172,0.5217,0.0166,0.6356,0.0316,0.7749,0.0946
5,0.009901,0.5203,0.0180,0.5203,0.0141,0.5203,0.0159,0.5203,0.0156,0.6268,0.0376,0.7946,0.1246
6,0.009901,0.5167,0.0154,0.5167,0.0133,0.5167,0.0142,0.5167,0.0142,0.6370,0.0339,0.7825,0.0709
7,0.009901,0.5190,0.0170,0.5190,0.0144,0.5190,0.0155,0.5190,0.0155,0.6219,0.0312,0.7838,0.1030
8,0.009901,0.5181,0.0166,0.5181,0.0135,0.5181,0.0151,0.5181,0.0150,0.6219,0.0327,0.7820,0.0934
9,0.009901,0.5251,0.0205,0.5251,0.0164,0.5251,0.0179,0.5251,0.0175,0.6421,0.0387,0.7830,0.1029
10,0.009901,0.5202,0.0178,0.5201,0.0147,0.5202,0.0155,0.5202,0.0154,0.6281,0.0371,0.7902,0.1277
