Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5244,0.0205,0.5243,0.0161,0.5244,0.0193,0.5244,0.0188,0.6325,0.0380,0.7865,0.0943
2,0.009901,0.5220,0.0181,0.5220,0.0150,0.5220,0.0168,0.5220,0.0167,0.6297,0.0384,0.7877,0.1003
3,0.009901,0.5216,0.0189,0.5215,0.0145,0.5216,0.0171,0.5216,0.0166,0.6310,0.0352,0.7965,0.1249
4,0.009901,0.5215,0.0183,0.5215,0.0149,0.5215,0.0168,0.5215,0.0165,0.6308,0.0342,0.7760,0.0998
5,0.009901,0.5236,0.0201,0.5236,0.0154,0.5236,0.0175,0.5236,0.0171,0.6254,0.0339,0.7853,0.1199
6,0.009901,0.5215,0.0193,0.5214,0.0149,0.5215,0.0176,0.5215,0.0173,0.6396,0.0354,0.7845,0.0948
7,0.009901,0.5216,0.0188,0.5216,0.0149,0.5216,0.0165,0.5216,0.0163,0.6286,0.0374,0.7978,0.1507
8,0.009901,0.5192,0.0160,0.5192,0.0139,0.5192,0.0150,0.5192,0.0150,0.6277,0.0333,0.7928,0.1232
9,0.009901,0.5182,0.0176,0.5182,0.0139,0.5182,0.0154,0.5182,0.0150,0.6270,0.0378,0.7715,0.0898
10,0.009901,0.5185,0.0158,0.5185,0.0146,0.5185,0.0155,0.5185,0.0151,0.6203,0.0352,0.7867,0.1137
