Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8872,0.8876,0.8537,0.8544
2,0.8841,0.8848,0.8445,0.8446
3,0.8750,0.8752,0.8354,0.8372
4,0.8628,0.8639,0.8445,0.8460
5,0.8750,0.8758,0.8445,0.8456
6,0.8841,0.8838,0.8476,0.8480
7,0.8811,0.8816,0.8445,0.8458
8,0.8720,0.8721,0.8537,0.8548
9,0.8780,0.8798,0.8354,0.8361
10,0.8720,0.8738,0.8476,0.8486
