Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4146,0.4052,0.4268,0.3970
2,0.3780,0.3437,0.3780,0.3497
3,0.3689,0.3007,0.3811,0.3037
4,0.4207,0.4116,0.3811,0.3687
5,0.3933,0.3871,0.3841,0.3738
6,0.3933,0.3519,0.4116,0.3672
7,0.4116,0.3819,0.4299,0.3986
8,0.4238,0.3897,0.4207,0.3875
9,0.3994,0.3286,0.3902,0.3129
10,0.3994,0.3777,0.3872,0.3657
