Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8780,0.8759,0.4146,0.3645
2,0.8384,0.8319,0.3720,0.3210
3,0.8598,0.8559,0.3902,0.3280
4,0.8811,0.8821,0.3780,0.3550
5,0.8689,0.8647,0.3689,0.2914
6,0.8537,0.8494,0.4207,0.3602
7,0.8872,0.8861,0.4329,0.4041
8,0.8841,0.8835,0.4177,0.3924
9,0.8598,0.8566,0.4024,0.3446
10,0.8476,0.8387,0.3811,0.3081
