Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6852,0.6588,0.3889,0.3598
2,0.7037,0.6815,0.3796,0.3641
3,0.7438,0.7266,0.3858,0.3797
4,0.7315,0.7034,0.4414,0.4155
5,0.7006,0.6779,0.4198,0.4001
6,0.7006,0.6781,0.3951,0.3716
7,0.7006,0.6722,0.4012,0.3826
8,0.7253,0.6957,0.3858,0.3556
9,0.7284,0.7021,0.4043,0.3845
10,0.7099,0.6882,0.4074,0.3867
