Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6759,0.6495,0.3889,0.3620
2,0.6944,0.6834,0.3796,0.3740
3,0.7160,0.6864,0.3765,0.3620
4,0.7191,0.6916,0.4352,0.4094
5,0.7130,0.6932,0.4167,0.3974
6,0.7099,0.7031,0.3981,0.3980
7,0.7037,0.6747,0.4074,0.3865
8,0.7222,0.6927,0.3827,0.3532
9,0.7253,0.7159,0.4012,0.3931
10,0.7191,0.7006,0.4043,0.3916
