Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4352,0.4077,0.3889,0.3620
2,0.4012,0.3865,0.3796,0.3740
3,0.4290,0.4070,0.3765,0.3620
4,0.4167,0.3946,0.4352,0.4094
5,0.4105,0.3865,0.4167,0.3974
6,0.4290,0.4187,0.3981,0.3980
7,0.4383,0.4163,0.4074,0.3865
8,0.4136,0.3804,0.3827,0.3532
9,0.4105,0.4019,0.4012,0.3931
10,0.3488,0.3336,0.4043,0.3916
