Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5008,0.0099,0.5184,0.0103,0.5724,0.0124
2,0.009901,0.4997,0.0099,0.4997,0.0099,0.4997,0.0099,0.4997,0.0099,0.5164,0.0105,0.5777,0.0127
3,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4965,0.0097,0.5705,0.0121
4,0.009901,0.4989,0.0099,0.4989,0.0099,0.4989,0.0099,0.4989,0.0099,0.5033,0.0100,0.5695,0.0123
5,0.009901,0.5001,0.0099,0.5001,0.0099,0.5002,0.0099,0.5002,0.0099,0.5075,0.0101,0.5791,0.0125
6,0.009901,0.5013,0.0099,0.5013,0.0099,0.5013,0.0099,0.5013,0.0099,0.4970,0.0101,0.5908,0.0131
7,0.009901,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.4999,0.0099,0.5042,0.0098,0.5828,0.0127
8,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4962,0.0097,0.5679,0.0121
9,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5009,0.0100,0.5813,0.0126
10,0.009901,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.5000,0.0099,0.4827,0.0095,0.5665,0.0119
