Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7500,0.7363,0.7438,0.7320
2,0.7500,0.7307,0.7377,0.7257
3,0.7562,0.7388,0.7469,0.7341
4,0.7469,0.7420,0.7531,0.7458
5,0.7593,0.7456,0.7407,0.7299
6,0.7407,0.7231,0.7500,0.7345
7,0.7531,0.7494,0.7438,0.7389
8,0.7346,0.7286,0.7284,0.7209
9,0.7438,0.7391,0.7469,0.7416
10,0.7407,0.7252,0.7469,0.7351
