Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7500,0.7363,0.7469,0.7350
2,0.7500,0.7307,0.7377,0.7263
3,0.7562,0.7388,0.7469,0.7343
4,0.7469,0.7420,0.7654,0.7581
5,0.7593,0.7456,0.7346,0.7233
6,0.7407,0.7231,0.7407,0.7230
7,0.7531,0.7494,0.7407,0.7356
8,0.7346,0.7286,0.7284,0.7204
9,0.7438,0.7391,0.7438,0.7379
10,0.7407,0.7252,0.7500,0.7385
