Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6223,0.0984,0.6219,0.0612,0.6225,0.1242,0.6225,0.1178,0.7241,0.0585,0.9010,0.2181
2,0.009901,0.6297,0.1002,0.6293,0.0665,0.6299,0.1216,0.6299,0.1156,0.7208,0.0599,0.8950,0.2094
3,0.009901,0.6316,0.1045,0.6312,0.0681,0.6318,0.1250,0.6318,0.1188,0.7188,0.0625,0.8947,0.1938
4,0.009901,0.6232,0.0960,0.6228,0.0607,0.6235,0.1175,0.6234,0.1105,0.7225,0.0606,0.8913,0.1842
5,0.009901,0.6296,0.1025,0.6292,0.0648,0.6298,0.1275,0.6298,0.1215,0.7269,0.0593,0.9018,0.1977
6,0.009901,0.6239,0.0954,0.6235,0.0594,0.6241,0.1165,0.6241,0.1096,0.7163,0.0592,0.8954,0.1923
7,0.009901,0.6339,0.1103,0.6335,0.0703,0.6342,0.1357,0.6341,0.1294,0.7200,0.0587,0.8994,0.2123
8,0.009901,0.6240,0.0998,0.6236,0.0617,0.6242,0.1227,0.6242,0.1160,0.7189,0.0600,0.8953,0.2024
9,0.009901,0.6342,0.1068,0.6337,0.0634,0.6345,0.1299,0.6345,0.1229,0.7243,0.0593,0.8900,0.1711
10,0.009901,0.6295,0.0998,0.6290,0.0625,0.6297,0.1202,0.6297,0.1138,0.7219,0.0618,0.8905,0.1807
