Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6261,0.1038,0.6257,0.0623,0.6263,0.1218,0.6263,0.1133,0.7226,0.0568,0.9047,0.2296
2,0.009901,0.6270,0.1030,0.6266,0.0651,0.6272,0.1246,0.6272,0.1175,0.7198,0.0602,0.8947,0.2211
3,0.009901,0.6306,0.0996,0.6302,0.0644,0.6309,0.1210,0.6309,0.1157,0.7202,0.0614,0.8927,0.1788
4,0.009901,0.6280,0.0995,0.6276,0.0630,0.6282,0.1192,0.6282,0.1130,0.7207,0.0582,0.8959,0.2090
5,0.009901,0.6265,0.0994,0.6261,0.0615,0.6267,0.1191,0.6267,0.1109,0.7195,0.0605,0.8912,0.1847
6,0.009901,0.6270,0.0994,0.6266,0.0651,0.6272,0.1199,0.6272,0.1134,0.7206,0.0607,0.8976,0.2076
7,0.009901,0.6228,0.0948,0.6224,0.0590,0.6230,0.1178,0.6230,0.1115,0.7221,0.0595,0.8959,0.1836
8,0.009901,0.6288,0.1041,0.6284,0.0644,0.6290,0.1252,0.6290,0.1170,0.7162,0.0594,0.8911,0.2094
9,0.009901,0.6211,0.0970,0.6208,0.0615,0.6214,0.1186,0.6213,0.1116,0.7207,0.0580,0.8906,0.1675
10,0.009901,0.6271,0.1016,0.6267,0.0640,0.6273,0.1254,0.6273,0.1188,0.7189,0.0590,0.8976,0.2111
