Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8077,0.8076,0.8141,0.8145
2,0.7853,0.7855,0.8269,0.8276
3,0.7981,0.8015,0.8237,0.8253
4,0.8141,0.8151,0.8173,0.8171
5,0.8269,0.8274,0.8205,0.8209
6,0.8269,0.8291,0.8301,0.8319
7,0.7724,0.7712,0.8141,0.8143
8,0.7981,0.8008,0.8205,0.8220
9,0.8109,0.8120,0.8397,0.8407
10,0.8173,0.8170,0.8269,0.8280
