Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8013,0.8030,0.7404,0.7381
2,0.7981,0.7995,0.7083,0.7076
3,0.8013,0.8049,0.7147,0.7150
4,0.8141,0.8151,0.7244,0.7204
5,0.8269,0.8292,0.6731,0.6732
6,0.8205,0.8224,0.6699,0.6705
7,0.8013,0.8023,0.6891,0.6876
8,0.8013,0.8036,0.6955,0.6935
9,0.8013,0.8009,0.6827,0.6764
10,0.8173,0.8173,0.6987,0.6977
