Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7885,0.7869,0.8077,0.8075
2,0.7885,0.7863,0.8173,0.8175
3,0.8205,0.8223,0.8301,0.8320
4,0.7981,0.7962,0.8141,0.8138
5,0.8173,0.8178,0.8237,0.8242
6,0.8205,0.8226,0.8237,0.8250
7,0.7917,0.7918,0.8173,0.8177
8,0.7756,0.7762,0.8109,0.8113
9,0.7885,0.7891,0.8462,0.8460
10,0.8045,0.8058,0.8301,0.8317
