Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6728,0.6457,0.3889,0.3581
2,0.7099,0.6948,0.3889,0.3817
3,0.7284,0.7121,0.3827,0.3752
4,0.7253,0.6954,0.4537,0.4269
5,0.6883,0.6630,0.4198,0.3963
6,0.7160,0.7042,0.4167,0.4161
7,0.6975,0.6683,0.4105,0.3907
8,0.7191,0.6898,0.3735,0.3445
9,0.7191,0.6924,0.3951,0.3750
10,0.7160,0.7008,0.4105,0.3996
