Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6821,0.6557,0.3951,0.3666
2,0.7130,0.6970,0.3920,0.3855
3,0.7253,0.6962,0.3858,0.3706
4,0.7284,0.6996,0.4475,0.4208
5,0.7037,0.6845,0.4259,0.4061
6,0.7160,0.7061,0.4043,0.4047
7,0.6975,0.6694,0.4136,0.3907
8,0.7253,0.6958,0.3920,0.3624
9,0.7037,0.6978,0.4105,0.4051
10,0.7160,0.6966,0.3951,0.3780
