Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4475,0.4208,0.3951,0.3666
2,0.4136,0.3953,0.3920,0.3855
3,0.4475,0.4282,0.3858,0.3706
4,0.4198,0.3986,0.4475,0.4208
5,0.4198,0.3955,0.4259,0.4061
6,0.4259,0.4152,0.4043,0.4047
7,0.4352,0.4138,0.4136,0.3907
8,0.4043,0.3711,0.3920,0.3624
9,0.4012,0.3935,0.4105,0.4051
10,0.3549,0.3359,0.3951,0.3780
