Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7026,0.2745,0.7024,0.2203,0.7028,0.3330,0.7028,0.3310,0.7781,0.1041,0.9905,0.7914
2,0.009901,0.7022,0.2772,0.7020,0.2247,0.7024,0.3336,0.7024,0.3307,0.7776,0.1064,0.9891,0.7608
3,0.009901,0.7024,0.2709,0.7022,0.2191,0.7026,0.3298,0.7027,0.3280,0.7787,0.1043,0.9902,0.7789
4,0.009901,0.7026,0.2769,0.7025,0.2287,0.7028,0.3321,0.7029,0.3305,0.7780,0.1020,0.9898,0.7736
5,0.009901,0.7024,0.2727,0.7022,0.2174,0.7027,0.3296,0.7027,0.3285,0.7776,0.1043,0.9892,0.7552
6,0.009901,0.7024,0.2790,0.7022,0.2248,0.7026,0.3335,0.7026,0.3303,0.7779,0.1061,0.9899,0.7642
7,0.009901,0.7022,0.2758,0.7020,0.2222,0.7025,0.3352,0.7025,0.3330,0.7780,0.1058,0.9922,0.8051
8,0.009901,0.7025,0.2777,0.7023,0.2234,0.7027,0.3318,0.7027,0.3285,0.7782,0.1064,0.9894,0.7697
9,0.009901,0.7022,0.2750,0.7020,0.2223,0.7024,0.3311,0.7024,0.3288,0.7784,0.1065,0.9921,0.8050
10,0.009901,0.7021,0.2744,0.7019,0.2207,0.7024,0.3279,0.7024,0.3256,0.7784,0.1043,0.9891,0.7504
