Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6976,0.2654,0.6974,0.2123,0.6978,0.3232,0.6978,0.3203,0.7755,0.1027,0.9896,0.7780
2,0.009901,0.7001,0.2724,0.6999,0.2221,0.7003,0.3284,0.7003,0.3258,0.7756,0.1051,0.9874,0.7425
3,0.009901,0.6995,0.2657,0.6993,0.2146,0.6997,0.3226,0.6997,0.3208,0.7761,0.1031,0.9887,0.7626
4,0.009901,0.7006,0.2737,0.7005,0.2250,0.7008,0.3263,0.7008,0.3236,0.7760,0.1014,0.9887,0.7607
5,0.009901,0.7002,0.2705,0.7000,0.2153,0.7004,0.3246,0.7004,0.3228,0.7756,0.1031,0.9888,0.7448
6,0.009901,0.7000,0.2750,0.6998,0.2206,0.7002,0.3282,0.7002,0.3244,0.7756,0.1050,0.9864,0.7209
7,0.009901,0.6991,0.2711,0.6989,0.2184,0.6993,0.3283,0.6993,0.3254,0.7754,0.1051,0.9894,0.7738
8,0.009901,0.6994,0.2722,0.6992,0.2200,0.6996,0.3228,0.6996,0.3190,0.7750,0.1056,0.9880,0.7541
9,0.009901,0.6989,0.2693,0.6987,0.2172,0.6991,0.3242,0.6991,0.3214,0.7766,0.1056,0.9873,0.7394
10,0.009901,0.6995,0.2697,0.6993,0.2157,0.6997,0.3229,0.6997,0.3204,0.7768,0.1034,0.9882,0.7382
