Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7821,0.7821,0.8269,0.8270
2,0.8109,0.8107,0.8333,0.8336
3,0.7917,0.7911,0.8173,0.8176
4,0.7917,0.7911,0.8109,0.8114
5,0.7981,0.7980,0.8205,0.8220
6,0.7724,0.7723,0.8397,0.8400
7,0.8141,0.8147,0.7981,0.7991
8,0.8109,0.8110,0.8109,0.8108
9,0.7949,0.7948,0.8109,0.8120
10,0.7628,0.7623,0.7917,0.7921
