Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8269,0.8270,0.8269,0.8270
2,0.8237,0.8240,0.8333,0.8336
3,0.8141,0.8141,0.8173,0.8176
4,0.8141,0.8144,0.8109,0.8114
5,0.8269,0.8270,0.8205,0.8220
6,0.8109,0.8103,0.8397,0.8400
7,0.8237,0.8241,0.7981,0.7991
8,0.8237,0.8237,0.8109,0.8108
9,0.8173,0.8172,0.8109,0.8120
10,0.7917,0.7908,0.7917,0.7921
