Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8205,0.8205,0.8429,0.8437
2,0.8173,0.8172,0.8462,0.8466
3,0.8301,0.8302,0.8301,0.8308
4,0.8109,0.8114,0.8237,0.8242
5,0.8077,0.8068,0.8269,0.8275
6,0.8141,0.8140,0.8397,0.8412
7,0.8141,0.8143,0.8333,0.8342
8,0.8269,0.8268,0.8237,0.8244
9,0.8141,0.8138,0.8269,0.8277
10,0.8205,0.8205,0.8365,0.8377
