Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7949,0.7947,0.6218,0.6180
2,0.7917,0.7929,0.6026,0.5996
3,0.7949,0.7963,0.6410,0.6410
4,0.8013,0.8014,0.6378,0.6351
5,0.6891,0.6271,0.5417,0.4829
6,0.8109,0.8126,0.6154,0.6131
7,0.7917,0.7929,0.6058,0.6036
8,0.7660,0.7681,0.6026,0.5958
9,0.6891,0.6251,0.5385,0.4806
10,0.8077,0.8099,0.6378,0.6346
