Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6154,0.6006,0.6218,0.6180
2,0.6122,0.6081,0.6026,0.5996
3,0.6346,0.6326,0.6410,0.6410
4,0.6314,0.6301,0.6378,0.6351
5,0.5897,0.5343,0.5417,0.4829
6,0.6506,0.6504,0.6154,0.6131
7,0.5994,0.5959,0.6058,0.6036
8,0.5801,0.5726,0.6026,0.5958
9,0.5417,0.4887,0.5385,0.4806
10,0.6250,0.6233,0.6378,0.6346
