Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5673,0.5126,0.5353,0.4785
2,0.6026,0.5997,0.5833,0.5800
3,0.6442,0.6425,0.6218,0.6213
4,0.5417,0.4821,0.5417,0.4737
5,0.5673,0.5600,0.5801,0.5761
6,0.6410,0.6355,0.5994,0.5909
7,0.5897,0.5776,0.6058,0.5971
8,0.5801,0.5598,0.6026,0.5853
9,0.6218,0.6149,0.6090,0.5903
10,0.6122,0.6057,0.6506,0.6417
