Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5049,0.0102,0.5049,0.0100,0.5049,0.0101,0.5049,0.0101,0.6169,0.0216,0.5672,0.0130
2,0.009901,0.5038,0.0101,0.5038,0.0100,0.5038,0.0100,0.5038,0.0101,0.6028,0.0190,0.5633,0.0128
3,0.009901,0.5041,0.0101,0.5041,0.0100,0.5041,0.0100,0.5041,0.0100,0.6071,0.0187,0.5665,0.0128
4,0.009901,0.5033,0.0100,0.5033,0.0100,0.5033,0.0100,0.5033,0.0100,0.5953,0.0231,0.5660,0.0129
5,0.009901,0.5033,0.0100,0.5033,0.0100,0.5033,0.0100,0.5033,0.0100,0.6010,0.0203,0.5635,0.0132
6,0.009901,0.5039,0.0101,0.5039,0.0100,0.5039,0.0100,0.5039,0.0100,0.5894,0.0206,0.5594,0.0119
7,0.009901,0.5040,0.0101,0.5039,0.0100,0.5039,0.0100,0.5039,0.0100,0.6160,0.0233,0.5721,0.0128
8,0.009901,0.5028,0.0100,0.5027,0.0099,0.5028,0.0100,0.5028,0.0100,0.6038,0.0217,0.5485,0.0119
9,0.009901,0.5048,0.0101,0.5048,0.0100,0.5048,0.0101,0.5048,0.0101,0.5984,0.0200,0.5702,0.0126
10,0.009901,0.5031,0.0100,0.5031,0.0099,0.5031,0.0100,0.5031,0.0100,0.6065,0.0213,0.5612,0.0129
