Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8354,0.8351,0.8110,0.8110
2,0.8018,0.8005,0.8049,0.8037
3,0.8262,0.8269,0.8018,0.8003
4,0.8201,0.8201,0.8049,0.8043
5,0.8323,0.8322,0.7805,0.7798
6,0.8415,0.8424,0.7957,0.7942
7,0.8018,0.8021,0.7896,0.7892
8,0.8354,0.8337,0.8018,0.7999
9,0.8018,0.8011,0.7988,0.7997
10,0.8293,0.8288,0.8049,0.8054
