Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9024,0.9021,0.8872,0.8873
2,0.8994,0.9005,0.8750,0.8745
3,0.9024,0.9012,0.8750,0.8747
4,0.9024,0.9018,0.8689,0.8683
5,0.9116,0.9105,0.8720,0.8716
6,0.8994,0.8998,0.8720,0.8719
7,0.8994,0.8990,0.8780,0.8782
8,0.8963,0.8947,0.8659,0.8651
9,0.9116,0.9113,0.8720,0.8727
10,0.8994,0.9003,0.8628,0.8627
