Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.7438,0.7360,0.7500,0.7400
2,0.7346,0.7238,0.7315,0.7241
3,0.7315,0.7071,0.7377,0.7209
4,0.7346,0.7276,0.7562,0.7476
5,0.7377,0.7279,0.7253,0.7146
6,0.7315,0.7230,0.7438,0.7329
7,0.7253,0.7011,0.7253,0.7018
8,0.7315,0.7169,0.7253,0.7106
9,0.7315,0.7071,0.7284,0.7018
10,0.7469,0.7333,0.7346,0.7238
