Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6636,0.6351,0.6667,0.6480
2,0.6296,0.6138,0.6759,0.6682
3,0.6481,0.6230,0.6759,0.6506
4,0.6759,0.6491,0.6883,0.6612
5,0.6420,0.6166,0.6698,0.6404
6,0.6451,0.6419,0.6389,0.6340
7,0.6636,0.6439,0.6667,0.6512
8,0.6759,0.6701,0.6512,0.6421
9,0.6512,0.6419,0.6358,0.6305
10,0.6605,0.6467,0.6574,0.6478
