Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8902,0.8900,0.8780,0.8782
2,0.8933,0.8917,0.8598,0.8598
3,0.8841,0.8829,0.8628,0.8623
4,0.8933,0.8923,0.8628,0.8632
5,0.8933,0.8925,0.8598,0.8603
6,0.8994,0.8990,0.8659,0.8666
7,0.8933,0.8920,0.8659,0.8658
8,0.8872,0.8868,0.8598,0.8604
9,0.8872,0.8872,0.8689,0.8678
10,0.9146,0.9152,0.8750,0.8751
