Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8966,0.8841,0.8845
2,0.9116,0.9106,0.8750,0.8749
3,0.9085,0.9074,0.8689,0.8685
4,0.9116,0.9108,0.8720,0.8719
5,0.9055,0.9050,0.8689,0.8683
6,0.9055,0.9055,0.8689,0.8692
7,0.9116,0.9107,0.8689,0.8687
8,0.9024,0.9009,0.8628,0.8623
9,0.9024,0.9022,0.8720,0.8719
10,0.9116,0.9120,0.8720,0.8718
