Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8955,0.8902,0.8895
2,0.9085,0.9072,0.8720,0.8719
3,0.9116,0.9100,0.8689,0.8682
4,0.9085,0.9074,0.8659,0.8661
5,0.9055,0.9045,0.8689,0.8694
6,0.9024,0.9018,0.8720,0.8722
7,0.8933,0.8923,0.8689,0.8689
8,0.9055,0.9030,0.8689,0.8687
9,0.9024,0.9019,0.8720,0.8716
10,0.9146,0.9149,0.8689,0.8686
