Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9024,0.9023,0.8902,0.8901
2,0.9055,0.9042,0.8750,0.8751
3,0.9116,0.9102,0.8628,0.8621
4,0.9085,0.9074,0.8659,0.8661
5,0.9055,0.9045,0.8689,0.8694
6,0.9055,0.9053,0.8628,0.8635
7,0.8902,0.8893,0.8659,0.8661
8,0.9024,0.9002,0.8689,0.8687
9,0.8933,0.8929,0.8750,0.8749
10,0.9146,0.9149,0.8689,0.8686
