Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8966,0.8780,0.8782
2,0.9116,0.9101,0.8598,0.8598
3,0.9085,0.9074,0.8628,0.8623
4,0.9177,0.9170,0.8628,0.8632
5,0.9116,0.9107,0.8598,0.8603
6,0.9055,0.9055,0.8659,0.8666
7,0.9085,0.9077,0.8659,0.8658
8,0.9024,0.9021,0.8598,0.8604
9,0.9116,0.9106,0.8689,0.8678
10,0.9116,0.9120,0.8750,0.8751
